test loss, test acc, exec time: [0.4975230395793915, 0.2459104359149933, '00:06:00']
test loss, test acc, exec time: [0.4978982210159302, 0.2459104359149933, '00:03:39']
test loss, test acc, exec time: [0.49770882725715637, 0.2459104359149933, '00:03:41']
test loss, test acc, exec time: [0.49731481075286865, 0.2459104359149933, '00:03:45']
test loss, test acc, exec time: [0.4974968433380127, 0.2459104359149933, '00:03:40']
test loss, test acc, exec time: [0.49764537811279297, 0.2459104359149933, '00:03:42']
test loss, test acc, exec time: [0.49766167998313904, 0.2459104359149933, '00:03:39']
test loss, test acc, exec time: [0.4980885088443756, 0.2459104359149933, '00:03:38']
test loss, test acc, exec time: [0.4974765479564667, 0.2459104359149933, '00:03:41']
test loss, test acc, exec time: [0.49780726432800293, 0.24617859721183777, '00:03:43']
test loss, test acc, exec time: [0.4974326491355896, 0.2459104359149933, '00:03:41']
test loss, test acc, exec time: [0.4977186322212219, 0.2459104359149933, '00:03:39']
test loss, test acc, exec time: [0.4977337419986725, 0.2459104359149933, '00:03:43']
test loss, test acc, exec time: [0.4975091516971588, 0.2459104359149933, '00:03:45']
test loss, test acc, exec time: [0.4977557361125946, 0.2459104359149933, '00:03:43']
test loss, test acc, exec time: [0.49742934107780457, 0.2459104359149933, '00:03:41']
test loss, test acc, exec time: [0.49738070368766785, 0.2459104359149933, '00:03:41']
test loss, test acc, exec time: [0.4974612295627594, 0.2459104359149933, '00:03:39']
test loss, test acc, exec time: [0.4974741041660309, 0.2459104359149933, '00:03:42']
test loss, test acc, exec time: [0.49743223190307617, 0.2459104359149933, '00:03:37']
test loss, test acc, exec time: [0.47438448667526245, 0.311075359582901, '00:03:37']
test loss, test acc, exec time: [0.4973270297050476, 0.2459104359149933, '00:03:36']
test loss, test acc, exec time: [0.4975489377975464, 0.2459104359149933, '00:03:40']
test loss, test acc, exec time: [0.4974900186061859, 0.24644677340984344, '00:03:40']
test loss, test acc, exec time: [0.4976857304573059, 0.2459104359149933, '00:03:48']
test loss, test acc, exec time: [0.49747735261917114, 0.2459104359149933, '00:03:55']
test loss, test acc, exec time: [0.4975969195365906, 0.2459104359149933, '00:03:45']
test loss, test acc, exec time: [0.49737513065338135, 0.2459104359149933, '00:03:42']
test loss, test acc, exec time: [0.49777621030807495, 0.2459104359149933, '00:03:43']
test loss, test acc, exec time: [0.4978722333908081, 0.2459104359149933, '00:03:38']
test loss, test acc, exec time: [0.49751362204551697, 0.2459104359149933, '00:03:44']
test loss, test acc, exec time: [0.49761274456977844, 0.2459104359149933, '00:03:38']
test loss, test acc, exec time: [0.4975379705429077, 0.2459104359149933, '00:03:54']
